FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT012J001,PCT012J002,PCT012J003,PCT012J004,PCT012J005,PCT012J006,PCT012J007,PCT012J008,PCT012J009,PCT012J010,PCT012J011,PCT012J012,PCT012J013,PCT012J014,PCT012J015,PCT012J016,PCT012J017,PCT012J018,PCT012J019,PCT012J020,PCT012J021,PCT012J022,PCT012J023,PCT012J024,PCT012J025,PCT012J026,PCT012J027,PCT012J028,PCT012J029,PCT012J030,PCT012J031,PCT012J032,PCT012J033,PCT012J034,PCT012J035,PCT012J036,PCT012J037,PCT012J038,PCT012J039,PCT012J040,PCT012J041,PCT012J042,PCT012J043,PCT012J044,PCT012J045,PCT012J046,PCT012J047,PCT012J048,PCT012J049,PCT012J050,PCT012J051,PCT012J052,PCT012J053,PCT012J054,PCT012J055,PCT012J056,PCT012J057,PCT012J058,PCT012J059,PCT012J060,PCT012J061,PCT012J062,PCT012J063,PCT012J064,PCT012J065,PCT012J066,PCT012J067,PCT012J068,PCT012J069,PCT012J070,PCT012J071,PCT012J072,PCT012J073,PCT012J074,PCT012J075,PCT012J076,PCT012J077,PCT012J078,PCT012J079,PCT012J080,PCT012J081,PCT012J082,PCT012J083,PCT012J084,PCT012J085,PCT012J086,PCT012J087,PCT012J088,PCT012J089,PCT012J090,PCT012J091,PCT012J092,PCT012J093,PCT012J094,PCT012J095,PCT012J096,PCT012J097,PCT012J098,PCT012J099,PCT012J100,PCT012J101,PCT012J102,PCT012J103,PCT012J104,PCT012J105,PCT012J106,PCT012J107,PCT012J108,PCT012J109,PCT012J110,PCT012J111,PCT012J112,PCT012J113,PCT012J114,PCT012J115,PCT012J116,PCT012J117,PCT012J118,PCT012J119,PCT012J120,PCT012J121,PCT012J122,PCT012J123,PCT012J124,PCT012J125,PCT012J126,PCT012J127,PCT012J128,PCT012J129,PCT012J130,PCT012J131,PCT012J132,PCT012J133,PCT012J134,PCT012J135,PCT012J136,PCT012J137,PCT012J138,PCT012J139,PCT012J140,PCT012J141,PCT012J142,PCT012J143,PCT012J144,PCT012J145,PCT012J146,PCT012J147,PCT012J148,PCT012J149,PCT012J150,PCT012J151,PCT012J152,PCT012J153,PCT012J154,PCT012J155,PCT012J156,PCT012J157,PCT012J158,PCT012J159,PCT012J160,PCT012J161,PCT012J162,PCT012J163,PCT012J164,PCT012J165,PCT012J166,PCT012J167,PCT012J168,PCT012J169,PCT012J170,PCT012J171,PCT012J172,PCT012J173,PCT012J174,PCT012J175,PCT012J176,PCT012J177,PCT012J178,PCT012J179,PCT012J180,PCT012J181,PCT012J182,PCT012J183,PCT012J184,PCT012J185,PCT012J186,PCT012J187,PCT012J188,PCT012J189,PCT012J190,PCT012J191,PCT012J192,PCT012J193,PCT012J194,PCT012J195,PCT012J196,PCT012J197,PCT012J198,PCT012J199,PCT012J200,PCT012J201,PCT012J202,PCT012J203,PCT012J204,PCT012J205,PCT012J206,PCT012J207,PCT012J208,PCT012J209
uSF1,TX,000,36,627722,1550,732,40,20,35,26,22,23,14,16,24,17,13,13,8,11,9,14,11,14,11,8,5,7,3,5,7,9,6,9,10,5,12,8,3,8,9,6,12,20,11,9,11,5,13,9,5,13,11,7,8,8,11,7,2,4,3,8,3,3,5,2,5,4,2,5,2,7,3,2,6,2,3,3,0,3,3,5,4,2,3,0,0,2,6,2,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,818,29,27,29,20,19,22,21,19,19,15,14,8,17,14,11,13,11,6,13,16,19,16,17,17,19,16,10,10,9,7,10,7,8,8,11,13,10,13,6,5,12,8,9,7,10,14,6,5,6,4,5,7,4,6,6,5,6,7,1,9,4,6,7,1,2,4,2,3,2,3,4,3,4,6,11,2,6,2,5,4,3,4,4,2,0,1,1,2,1,0,2,1,0,2,2,0,1,0,0,0,0,0,0
uSF1,TX,000,36,627726,171,84,0,0,2,1,0,1,2,1,2,2,0,0,3,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,2,0,0,0,0,0,2,2,3,0,2,2,3,3,0,2,0,1,4,2,2,4,3,3,1,0,1,2,1,1,1,0,0,1,2,0,1,2,0,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,3,0,1,3,0,1,2,1,0,0,2,0,2,1,2,0,1,1,2,2,3,0,3,0,1,2,0,2,2,3,4,1,2,2,2,2,2,0,1,1,3,1,2,2,1,1,0,2,0,0,0,2,1,0,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627728,47,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,2,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627730,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627732,326,134,3,3,4,5,6,8,1,7,5,5,3,3,4,5,3,2,3,2,0,0,1,2,1,2,0,2,0,5,1,1,1,0,0,1,1,2,6,1,3,4,0,4,1,0,2,0,0,1,2,2,1,0,3,2,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,4,4,6,3,5,5,5,3,2,3,4,3,2,2,6,1,4,4,0,3,3,4,3,3,6,3,2,5,2,6,4,5,2,0,3,3,1,5,3,0,4,2,0,1,5,1,4,3,0,1,1,0,1,1,1,0,0,4,0,1,2,1,1,2,0,0,2,4,0,1,2,2,1,1,0,1,1,0,0,1,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627740,87,35,1,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,3,0,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,1,0,1,1,1,0,0,1,0,0,0,1,4,1,1,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,0,1,0,1,0,3,3,1,0,1,0,1,1,0,0,1,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627745,62,31,0,1,1,0,1,3,0,1,1,0,3,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,0,0,3,0,1,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,2,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627751,296,135,1,3,4,1,3,5,3,5,3,2,2,5,2,4,1,2,3,4,3,1,3,1,4,2,2,0,3,3,2,2,6,0,1,5,3,2,2,1,0,2,3,1,2,4,4,2,1,1,2,2,0,2,2,0,1,1,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,6,2,5,3,4,0,3,3,3,1,5,2,3,0,4,3,1,4,3,3,4,2,3,1,2,7,5,1,2,4,3,2,6,4,2,1,4,5,3,6,5,4,1,2,3,1,1,2,0,2,4,2,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627756,312,152,1,4,1,3,6,5,4,5,3,5,5,9,4,3,6,3,5,2,0,3,4,3,1,4,1,3,4,0,1,4,0,4,4,2,3,4,3,2,0,5,0,3,0,0,1,3,0,2,1,7,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,4,3,4,4,6,0,2,1,5,6,7,6,4,7,2,4,6,3,1,4,3,2,2,1,3,0,0,5,2,4,2,5,6,2,6,3,3,5,2,1,3,2,1,0,4,4,2,1,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627761,689,308,10,6,7,8,8,13,11,5,6,4,10,6,7,5,2,6,3,9,8,2,4,4,2,6,4,4,2,6,3,2,5,10,2,6,3,6,6,3,4,0,3,6,2,1,1,5,9,5,2,3,8,6,2,4,3,3,2,3,2,2,0,2,2,1,0,1,0,1,2,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,381,8,7,7,10,11,8,7,2,16,7,8,6,4,7,2,5,6,6,6,10,7,6,4,9,7,8,4,6,8,3,8,3,4,2,9,7,2,2,4,4,8,6,6,3,10,5,6,4,2,7,5,9,2,6,6,4,0,4,2,1,2,2,0,2,2,6,3,1,3,4,1,2,0,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627766,128,64,3,2,1,2,0,2,2,2,1,1,2,0,3,1,0,0,1,0,0,1,0,1,0,3,0,1,3,1,0,1,1,1,0,1,2,1,1,0,2,1,2,0,0,2,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,1,1,2,0,0,1,0,1,0,3,1,0,0,1,0,2,0,0,2,2,1,1,2,1,0,1,0,1,0,1,2,2,1,1,1,1,0,0,1,2,2,3,0,0,2,0,0,1,2,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627771,3161,1420,10,18,23,14,28,16,20,33,29,34,14,20,22,21,24,25,21,24,22,19,24,17,15,9,6,12,15,18,16,12,16,15,14,14,26,23,21,15,23,17,25,23,22,26,14,28,15,27,24,24,19,8,22,5,11,9,18,10,11,15,11,8,4,11,12,12,16,11,9,23,16,11,17,15,15,11,12,4,6,10,10,5,7,6,6,3,7,4,4,4,1,1,2,0,2,1,2,0,0,0,0,0,0,1741,17,21,16,12,22,20,22,34,20,22,15,31,23,26,20,16,26,30,22,16,13,9,15,17,18,16,21,22,16,11,23,22,16,19,22,26,14,24,26,25,27,29,26,27,25,20,22,18,21,22,19,23,25,15,16,13,19,16,14,19,15,19,17,22,26,15,20,18,23,16,21,22,20,29,14,16,30,20,17,13,16,10,13,13,8,13,11,6,9,4,5,4,1,5,3,1,0,1,2,1,0,0,0
uSF1,TX,000,36,627777,661,297,0,5,7,3,4,5,2,12,10,6,2,5,10,3,4,6,5,1,4,7,4,3,3,6,5,7,3,1,6,2,2,3,4,7,4,6,3,8,7,5,5,7,3,4,8,5,5,2,6,2,2,2,1,3,2,1,5,2,1,3,3,1,3,2,1,3,0,1,1,0,0,3,2,2,2,0,0,0,2,0,1,0,3,0,0,2,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,364,3,3,10,5,10,4,2,7,8,7,7,2,4,6,3,10,4,11,3,6,3,0,6,3,5,3,1,7,6,8,3,2,6,7,12,4,8,7,10,6,9,5,3,4,4,8,5,2,8,3,5,5,3,4,0,1,3,1,3,2,4,0,2,4,1,1,1,3,4,1,2,0,4,4,4,2,2,2,0,0,4,1,2,1,2,0,3,2,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0
uSF1,TX,000,36,627785,73,32,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,2,1,1,2,0,0,0,2,2,0,0,0,1,0,1,1,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,2,0,1,0,0,0,2,0,0,2,3,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,1,0,1,2,0,1,1,0,2,0,1,4,1,0,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627790,73,38,0,1,0,0,0,0,0,0,1,1,1,2,2,0,1,1,0,1,1,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,2,0,1,0,1,1,1,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627793,371,140,0,0,0,0,1,0,0,0,1,2,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,3,0,5,2,3,3,4,2,3,3,6,2,4,8,2,2,1,2,1,6,0,0,0,2,1,0,3,1,0,2,3,2,2,3,0,2,6,4,1,1,3,2,2,2,2,1,4,3,0,1,1,1,1,1,0,1,0,0,2,2,0,1,0,0,0,1,0,0,0,231,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,2,1,0,1,1,1,1,0,1,0,0,0,2,4,5,1,1,3,3,4,1,3,2,1,2,1,1,2,4,5,0,2,3,1,2,6,3,4,1,0,2,2,5,8,2,2,5,9,5,6,7,7,3,9,4,9,3,3,9,8,4,5,3,2,5,4,2,4,4,1,1,2,0,0,1
uSF1,TX,000,36,627796,92,51,1,0,0,6,2,0,3,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,2,0,1,0,0,0,4,0,1,1,3,2,1,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,3,0,1,1,1,0,0,2,0,1,0,1,2,0,0,0,1,2,0,2,1,2,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627799,347,188,4,3,2,8,3,8,2,4,4,6,1,5,3,2,3,3,2,3,0,1,2,1,2,1,0,1,2,1,1,2,2,1,1,4,2,5,2,2,2,6,5,2,6,3,5,7,9,3,1,4,5,1,3,2,2,1,1,2,0,0,2,1,0,0,3,1,1,1,0,1,0,0,1,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,159,3,2,1,3,1,2,4,4,2,4,5,2,4,3,2,2,1,3,1,2,3,3,2,3,1,4,6,4,1,5,4,2,2,2,6,1,2,2,2,3,1,4,3,0,0,3,1,1,0,3,2,1,3,2,0,1,0,1,0,2,1,0,0,1,0,2,1,0,0,1,2,0,1,0,2,0,0,0,0,1,0,1,1,2,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0
uSF1,TX,000,36,627801,1167,527,10,8,2,8,7,10,9,8,15,9,9,10,7,14,7,10,8,5,6,11,3,7,4,7,6,4,6,7,6,3,3,8,9,6,6,4,7,6,12,10,10,11,6,10,14,9,9,3,7,5,3,7,6,3,10,4,6,4,4,4,1,6,5,1,3,4,7,8,6,1,5,4,2,6,2,5,2,2,1,3,2,3,3,0,1,2,0,2,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,640,8,6,3,7,5,9,12,7,5,10,8,9,6,10,9,14,10,15,13,10,5,5,7,2,3,4,12,4,11,8,14,6,9,3,8,7,13,8,12,7,9,9,9,14,11,8,6,7,9,4,10,12,6,7,9,3,4,4,5,8,5,5,3,8,7,4,6,7,1,5,3,7,4,4,6,1,6,5,7,13,4,6,5,4,3,2,7,4,3,6,2,1,2,1,2,1,0,0,1,1,0,0,0
uSF1,TX,000,36,627805,508,240,3,3,4,0,2,1,0,2,5,1,3,4,1,6,3,7,6,6,4,3,3,1,5,0,1,2,1,2,0,1,2,4,2,3,4,5,6,3,4,7,9,3,3,1,4,5,2,7,3,6,5,3,1,2,2,3,1,2,1,0,1,3,11,1,3,4,1,5,4,5,2,1,1,2,1,0,2,3,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1,1,3,5,2,2,1,3,3,7,4,4,7,1,4,2,2,9,3,3,2,3,2,0,4,3,1,1,1,6,3,3,1,2,5,4,3,3,1,6,0,0,3,3,5,10,3,1,1,5,4,6,3,4,1,3,4,1,3,4,3,3,1,5,3,4,3,4,4,2,2,6,3,2,7,2,1,1,1,2,1,2,2,5,3,3,2,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627807,1357,635,7,8,7,12,7,8,13,15,14,8,12,11,12,15,10,18,14,12,16,12,20,10,16,9,3,6,8,13,10,9,8,6,9,7,4,11,8,13,9,7,11,6,8,9,10,13,14,11,10,7,7,3,7,5,3,4,3,9,9,4,2,10,5,5,3,5,6,3,3,1,3,4,1,2,0,0,2,2,1,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,722,8,12,11,12,9,9,13,7,12,16,14,13,11,7,13,8,9,12,17,21,21,12,9,7,9,7,10,9,8,6,10,7,7,9,9,5,5,11,9,8,14,20,10,13,17,12,10,8,16,9,7,12,10,10,7,7,11,8,7,7,3,6,10,3,7,6,2,3,2,3,4,3,4,4,6,3,5,2,3,5,4,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627814,2202,971,39,30,21,33,17,22,17,20,19,23,24,28,27,25,14,26,26,19,14,11,9,4,10,3,9,8,5,10,12,12,11,8,4,8,11,16,8,10,16,12,11,12,11,9,21,15,11,10,9,6,5,4,13,10,6,8,8,8,6,2,6,6,10,4,4,7,5,4,6,4,7,15,8,4,4,5,4,4,5,6,5,2,2,3,4,1,0,3,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1231,33,30,18,24,27,22,23,29,23,22,25,24,22,15,26,28,18,20,17,24,20,26,16,21,24,10,10,15,16,8,23,8,19,18,16,10,11,13,20,11,25,16,15,10,9,14,18,10,18,10,11,5,6,9,7,7,8,7,5,7,6,9,11,11,8,8,10,10,11,5,11,5,12,6,10,5,7,7,9,5,14,6,7,5,6,4,4,3,5,1,1,1,0,3,0,1,1,1,0,0,0,0,0
uSF1,TX,000,36,627818,1844,768,18,10,9,8,7,12,9,9,10,15,15,10,17,11,20,11,12,14,14,8,3,6,6,4,9,7,11,3,2,13,3,2,7,5,2,14,8,16,11,14,10,13,13,13,14,17,10,8,10,6,17,10,8,9,7,7,3,4,5,4,2,4,7,4,8,7,7,10,6,7,12,14,11,11,11,11,8,7,8,5,4,7,5,3,0,0,3,1,3,0,2,2,2,1,0,0,0,1,0,0,0,1,0,1076,9,4,6,5,7,15,12,15,13,9,16,20,19,18,13,10,21,17,14,7,13,7,7,11,8,8,9,8,11,13,16,7,10,10,14,8,14,15,16,12,15,7,21,17,10,19,21,9,11,12,10,14,12,11,10,7,10,9,5,7,9,6,12,12,12,15,13,25,25,19,25,12,16,22,17,10,14,12,13,7,9,11,6,12,5,5,5,2,4,5,6,0,2,1,0,1,1,0,0,0,1,0,0
uSF1,TX,000,36,627821,1150,562,9,8,10,6,7,10,9,10,12,11,5,8,13,8,17,11,8,8,21,10,11,12,10,5,8,5,8,7,11,3,5,4,5,11,11,6,13,3,6,8,9,4,9,9,9,10,12,9,13,4,10,6,3,9,7,5,3,3,3,3,6,6,3,7,5,4,3,0,4,1,1,4,4,4,1,3,0,0,1,1,2,2,2,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,588,11,5,4,4,6,10,6,8,15,10,11,9,7,12,8,9,11,13,6,8,4,12,5,6,5,9,7,4,11,3,7,4,10,7,4,9,8,8,16,8,10,11,9,16,19,5,13,13,5,7,11,14,7,7,6,11,5,6,2,5,3,2,9,9,6,5,5,3,3,3,6,1,6,5,4,1,1,0,3,3,0,1,0,0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,627826,1790,856,13,9,19,10,19,10,16,21,28,17,16,17,17,21,15,18,20,23,16,15,20,13,9,5,3,8,8,7,6,11,5,6,14,9,5,10,16,12,12,14,12,8,11,16,16,8,11,6,16,14,16,13,8,9,5,8,10,7,7,9,9,4,9,5,6,7,4,4,2,5,6,6,3,6,8,5,5,6,0,2,1,4,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,934,21,7,13,10,7,18,15,15,15,22,12,12,19,14,21,17,14,15,19,20,17,7,8,11,10,15,10,7,14,9,11,7,9,7,14,10,16,13,11,17,15,15,14,13,20,10,20,9,12,9,10,9,7,8,13,15,7,12,11,11,5,9,6,8,13,10,13,4,6,6,5,9,9,7,12,7,6,0,4,3,4,3,2,2,0,2,1,3,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0
uSF1,TX,000,36,627830,2678,1203,24,31,34,29,30,22,41,29,35,25,31,29,26,22,38,17,35,24,15,16,14,8,15,8,13,9,14,14,13,10,12,13,10,7,17,13,13,17,18,7,10,9,11,13,19,10,14,17,17,11,16,6,9,10,8,11,4,8,10,13,4,5,11,9,9,12,12,5,7,4,16,11,7,6,11,9,5,4,6,2,4,3,2,2,3,2,2,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1475,22,25,27,21,32,19,28,29,28,25,22,25,27,18,31,26,17,29,18,18,14,18,16,12,16,15,29,18,29,25,16,11,15,28,18,16,18,22,10,31,23,24,21,13,20,15,19,13,12,8,11,13,15,15,7,16,6,17,15,14,4,17,13,14,13,15,14,14,16,20,16,19,14,12,12,14,6,4,6,8,9,7,7,5,8,5,2,3,2,5,3,2,3,0,0,0,0,2,0,0,0,0,0
uSF1,TX,000,36,627835,1569,693,4,12,11,11,9,7,9,9,13,10,6,13,10,13,12,10,15,11,7,5,8,9,12,4,6,5,4,7,11,15,6,5,5,6,9,9,7,10,14,5,13,14,15,20,7,11,5,13,8,10,6,8,6,6,9,3,4,5,1,4,5,8,9,10,11,10,7,7,10,4,9,10,7,0,7,5,4,4,2,7,2,7,9,1,2,3,3,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,876,4,7,8,11,11,13,12,11,12,13,13,15,11,11,11,10,18,13,8,9,8,7,3,9,3,8,5,12,6,6,10,9,9,11,11,13,15,5,12,8,6,15,13,15,10,11,10,11,6,10,11,11,12,8,9,7,12,8,11,11,12,9,8,7,6,16,9,8,6,10,11,17,16,9,17,12,11,9,4,7,7,7,5,9,11,10,3,5,6,3,1,3,1,0,1,0,0,0,1,1,0,0,0
uSF1,TX,000,36,627838,199,120,2,1,0,1,0,1,1,4,3,1,2,3,1,3,4,0,2,2,1,0,1,0,1,0,0,0,2,1,0,1,2,2,4,2,6,5,3,4,2,2,6,3,5,3,3,2,1,2,1,3,4,1,1,1,0,0,2,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1,0,1,3,1,0,0,2,1,1,2,1,3,2,1,1,2,0,2,0,1,2,1,1,1,1,0,0,1,2,1,1,3,1,2,3,1,2,1,1,0,1,1,0,2,4,4,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
