FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,PCT012O001,PCT012O002,PCT012O003,PCT012O004,PCT012O005,PCT012O006,PCT012O007,PCT012O008,PCT012O009,PCT012O010,PCT012O011,PCT012O012,PCT012O013,PCT012O014,PCT012O015,PCT012O016,PCT012O017,PCT012O018,PCT012O019,PCT012O020,PCT012O021,PCT012O022,PCT012O023,PCT012O024,PCT012O025,PCT012O026,PCT012O027,PCT012O028,PCT012O029,PCT012O030,PCT012O031,PCT012O032,PCT012O033,PCT012O034,PCT012O035,PCT012O036,PCT012O037,PCT012O038,PCT012O039,PCT012O040,PCT012O041,PCT012O042,PCT012O043,PCT012O044,PCT012O045,PCT012O046,PCT012O047,PCT012O048,PCT012O049,PCT012O050,PCT012O051,PCT012O052,PCT012O053,PCT012O054,PCT012O055,PCT012O056,PCT012O057,PCT012O058,PCT012O059,PCT012O060,PCT012O061,PCT012O062,PCT012O063,PCT012O064,PCT012O065,PCT012O066,PCT012O067,PCT012O068,PCT012O069,PCT012O070,PCT012O071,PCT012O072,PCT012O073,PCT012O074,PCT012O075,PCT012O076,PCT012O077,PCT012O078,PCT012O079,PCT012O080,PCT012O081,PCT012O082,PCT012O083,PCT012O084,PCT012O085,PCT012O086,PCT012O087,PCT012O088,PCT012O089,PCT012O090,PCT012O091,PCT012O092,PCT012O093,PCT012O094,PCT012O095,PCT012O096,PCT012O097,PCT012O098,PCT012O099,PCT012O100,PCT012O101,PCT012O102,PCT012O103,PCT012O104,PCT012O105,PCT012O106,PCT012O107,PCT012O108,PCT012O109,PCT012O110,PCT012O111,PCT012O112,PCT012O113,PCT012O114,PCT012O115,PCT012O116,PCT012O117,PCT012O118,PCT012O119,PCT012O120,PCT012O121,PCT012O122,PCT012O123,PCT012O124,PCT012O125,PCT012O126,PCT012O127,PCT012O128,PCT012O129,PCT012O130,PCT012O131,PCT012O132,PCT012O133,PCT012O134,PCT012O135,PCT012O136,PCT012O137,PCT012O138,PCT012O139,PCT012O140,PCT012O141,PCT012O142,PCT012O143,PCT012O144,PCT012O145,PCT012O146,PCT012O147,PCT012O148,PCT012O149,PCT012O150,PCT012O151,PCT012O152,PCT012O153,PCT012O154,PCT012O155,PCT012O156,PCT012O157,PCT012O158,PCT012O159,PCT012O160,PCT012O161,PCT012O162,PCT012O163,PCT012O164,PCT012O165,PCT012O166,PCT012O167,PCT012O168,PCT012O169,PCT012O170,PCT012O171,PCT012O172,PCT012O173,PCT012O174,PCT012O175,PCT012O176,PCT012O177,PCT012O178,PCT012O179,PCT012O180,PCT012O181,PCT012O182,PCT012O183,PCT012O184,PCT012O185,PCT012O186,PCT012O187,PCT012O188,PCT012O189,PCT012O190,PCT012O191,PCT012O192,PCT012O193,PCT012O194,PCT012O195,PCT012O196,PCT012O197,PCT012O198,PCT012O199,PCT012O200,PCT012O201,PCT012O202,PCT012O203,PCT012O204,PCT012O205,PCT012O206,PCT012O207,PCT012O208,PCT012O209
uSF1,TX,000,36,628403,85,44,2,0,1,2,1,2,1,0,6,2,1,2,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,3,2,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,1,0,0,2,3,3,2,0,0,3,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628407,62,23,1,1,2,0,0,0,1,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,6,0,3,2,2,0,1,1,0,1,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,2,0,3,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628410,50,22,1,1,1,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,1,1,0,1,1,1,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628413,61,32,2,1,1,0,0,1,1,2,1,0,3,3,1,2,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,1,0,0,0,0,1,2,1,0,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628416,124,62,1,2,1,3,4,2,1,1,4,2,1,1,2,3,2,0,3,0,0,0,0,2,1,1,0,0,0,0,0,2,0,3,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,2,0,2,1,6,1,1,2,2,1,1,1,0,0,0,0,2,2,0,0,1,0,1,0,1,2,1,3,0,1,0,1,1,1,1,1,0,2,1,0,2,2,0,0,0,1,2,0,0,3,0,2,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628419,150,72,2,2,3,3,1,1,5,2,4,2,3,1,1,0,2,1,0,1,2,1,0,0,4,0,0,1,0,0,0,0,1,0,3,0,4,0,1,2,2,2,1,0,2,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,4,5,3,4,2,3,3,2,1,2,2,1,1,1,1,3,1,2,1,0,0,0,1,1,1,2,1,2,1,1,1,5,3,2,0,0,1,0,0,2,1,1,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628422,89,50,5,2,1,0,2,0,0,0,3,1,0,4,1,2,1,1,1,1,4,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,2,1,1,0,3,0,1,1,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,4,3,1,0,1,2,1,0,0,0,3,0,1,0,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628425,69,27,1,0,2,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,4,2,1,1,1,0,1,2,0,0,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,4,1,0,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628428,87,46,1,0,1,0,1,1,1,0,2,3,2,1,1,0,2,0,5,0,3,1,0,0,0,0,0,1,0,0,0,1,5,1,0,0,0,0,1,2,1,0,2,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,1,0,2,1,3,0,2,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,2,0,1,0,1,1,2,1,3,1,0,0,0,2,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628431,122,53,5,3,1,2,3,2,2,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,3,0,1,0,2,1,1,4,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,6,5,5,4,1,1,3,3,3,1,0,2,1,1,3,1,0,0,1,0,1,2,0,1,2,2,0,1,1,1,1,1,0,1,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628434,33,21,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628437,110,55,2,1,1,2,1,3,0,1,1,1,3,1,1,0,1,1,1,0,0,2,1,1,0,0,0,0,0,1,1,0,1,1,1,0,3,1,1,0,0,1,0,0,2,1,2,0,0,1,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,1,1,2,0,1,2,4,1,2,0,0,1,2,1,1,1,2,1,1,0,1,1,2,0,1,1,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628442,42,20,2,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628445,78,49,1,0,4,1,3,2,0,4,0,2,0,0,1,0,1,2,0,2,0,0,1,0,1,1,0,2,2,0,0,0,3,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,2,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628450,147,72,2,2,1,1,2,0,1,2,1,1,2,1,0,2,0,1,0,0,0,1,0,0,4,4,5,5,2,4,3,0,1,0,0,1,6,1,2,0,0,2,1,1,1,2,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4,1,6,1,4,0,0,3,0,2,1,0,1,1,0,2,0,1,1,0,2,1,2,2,3,5,6,3,4,3,2,0,0,2,2,1,0,3,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628453,65,37,0,3,2,1,1,0,0,0,0,1,1,2,0,3,1,0,0,0,0,0,0,1,1,0,0,1,1,2,0,2,2,2,0,1,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,0,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628457,147,77,3,5,1,2,2,1,0,1,0,1,2,0,0,0,1,0,0,1,1,3,0,3,1,4,2,0,2,0,2,2,3,1,2,3,0,2,2,3,1,2,6,0,0,1,3,0,1,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,2,4,3,2,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,4,2,4,0,2,2,3,2,1,2,0,2,0,0,0,1,3,0,1,1,0,0,1,1,0,3,1,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628461,104,56,2,1,2,1,1,1,1,1,0,0,0,0,0,2,0,2,0,0,0,2,2,0,1,3,2,3,0,1,1,1,2,2,0,0,1,1,1,1,1,2,2,0,0,0,2,0,2,1,1,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,2,0,0,4,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,3,1,1,2,1,2,4,2,1,1,0,0,1,0,0,0,1,0,1,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628464,23,12,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628467,44,26,2,1,0,0,1,0,0,1,0,1,0,0,3,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628471,86,51,4,1,4,0,3,1,5,2,0,0,0,1,0,0,1,1,0,1,2,1,0,2,0,2,0,0,1,2,1,0,2,0,0,3,0,1,1,0,0,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,1,3,1,0,0,1,1,1,2,1,0,1,0,1,0,0,0,0,1,0,2,0,0,1,1,1,0,2,1,1,0,0,0,2,1,0,2,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628475,130,65,2,1,1,1,1,4,1,0,1,0,0,1,2,0,0,1,1,3,0,0,0,1,3,2,1,3,3,3,5,1,4,3,1,0,3,1,1,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,3,1,3,1,1,1,1,0,2,0,0,1,0,0,1,0,0,1,3,0,0,0,4,1,5,1,3,3,1,2,3,1,0,1,0,1,2,1,1,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628480,222,119,5,6,2,5,6,5,3,2,2,3,0,2,4,1,0,1,3,1,0,1,0,1,2,5,1,3,1,1,0,2,4,1,2,3,0,6,0,1,2,1,4,1,5,3,3,4,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,6,7,4,4,3,1,4,2,2,2,0,0,0,1,0,2,1,0,2,0,2,4,1,2,4,1,4,1,3,2,2,3,0,4,2,3,0,2,1,1,1,5,0,0,0,4,1,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628483,44,18,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,1,0,3,1,1,1,0,1,0,0,1,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628486,53,28,1,0,2,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628491,64,32,0,1,0,1,0,3,0,2,1,0,1,0,0,2,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,3,0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,1,1,2,1,0,3,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628494,81,42,1,2,0,1,0,4,0,0,2,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,2,1,0,0,2,2,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,2,1,2,0,0,0,0,0,0,3,0,1,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uSF1,TX,000,36,628498,51,26,3,1,0,2,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
